Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
1995-07-25,1995,7,25,Tuesday,30,1995-30,984.01,994.73,983.64,993.75,499930000,993.75,0.015512423804290743,978.1142857142858,918.7173999999997
1995-07-26,1995,7,26,Wednesday,30,1995-30,996.77,1002.57,996.77,1000.18,483900000,1000.18,0.006470432881289234,981.4892857142858,921.4597999999996
1995-07-27,1995,7,27,Thursday,30,1995-30,1002.43,1011.84,1002.43,1010.66,508520000,1010.66,0.010478094488485912,984.4107142857143,924.3079999999998
1995-07-28,1995,7,28,Friday,30,1995-30,1009.99,1010.99,1003.28,1005.28,458560000,1005.28,-0.005323198692550601,986.4571428571429,926.9749999999997
1995-07-31,1995,7,31,Monday,31,1995-31,1006.43,1023.03,995.76,1001.21,385570000,1001.21,-0.004048630436899736,988.6707142857143,929.7179999999997
1995-08-01,1995,8,1,Tuesday,31,1995-31,1001.57,1001.72,986.17,991.11,436320000,991.11,-0.010087830124986041,988.8478571428574,932.2487999999997
1995-08-02,1995,8,2,Wednesday,31,1995-31,995.11,1001.33,983.53,983.75,486330000,983.75,-0.007426002623666217,988.1050000000002,934.5001999999997
1995-08-03,1995,8,3,Thursday,31,1995-31,980.17,982.98,970.81,982.7,451900000,982.7,-0.0010673319369440826,986.9171428571432,936.5613999999997
1995-08-04,1995,8,4,Friday,31,1995-31,983.8,991.46,983.8,991.09,378860000,991.09,0.008537717049167837,985.8600000000004,938.8235999999996
1995-08-07,1995,8,7,Monday,32,1995-32,992.78,997.16,992.78,995.22,362450000,995.22,0.004167072350389489,986.3378571428574,941.1815999999995
1995-08-08,1995,8,8,Tuesday,32,1995-32,997.31,999.69,995.05,997.12,403670000,997.12,0.0019091502079888745,989.4985714285716,943.6865999999995
1995-08-09,1995,8,9,Wednesday,32,1995-32,1003.4,1005.93,1002.67,1005.1,476490000,1005.1,0.008003029232015457,992.679285714286,946.6145999999997
1995-08-10,1995,8,10,Thursday,32,1995-32,1005.86,1007.04,998.88,1000.61,452260000,1000.61,-0.004467207584755384,995.4535714285718,949.3351999999996
1995-08-11,1995,8,11,Friday,32,1995-32,1004.08,1006.54,999.52,1004.11,375760000,1004.11,0.003497866352763168,997.2778571428574,952.0409999999996
1995-08-14,1995,8,14,Monday,33,1995-33,1004.19,1012.44,1003.35,1012.44,371320000,1012.44,0.008295920976153948,998.6128571428575,954.8303999999996
1995-08-15,1995,8,15,Tuesday,33,1995-33,1014.59,1015.83,1007.18,1012.37,424440000,1012.37,-6.914713370664849e-05,999.4835714285718,957.4207999999998
1995-08-16,1995,8,16,Wednesday,33,1995-33,1016.19,1025.76,1015.64,1025.75,472040000,1025.75,0.0132165166365521,1000.561428571429,960.3477999999997
1995-08-17,1995,8,17,Thursday,33,1995-33,1026.39,1030.51,1023.92,1029.24,496820000,1029.24,0.003402378975749354,1002.2728571428576,963.3009999999996
1995-08-18,1995,8,18,Friday,33,1995-33,1032.63,1034.13,1028.48,1031.28,470540000,1031.28,0.0019820829756482805,1004.4207142857148,966.2039999999996
1995-08-21,1995,8,21,Monday,34,1995-34,1033.02,1035.19,1017.74,1019.7,437980000,1019.7,-0.011228780506628233,1006.4628571428576,968.9103999999996
1995-08-22,1995,8,22,Tuesday,34,1995-34,1021.48,1025.56,1016.39,1025.29,466030000,1025.29,0.005482030782141267,1009.4300000000005,971.6565999999996
1995-08-23,1995,8,23,Wednesday,34,1995-34,1027.33,1029.46,1024.65,1028.19,430810000,1028.19,0.0028283726879874127,1012.6792857142863,974.3357999999996
1995-08-24,1995,8,24,Thursday,34,1995-34,1028.26,1029.23,1019.2,1020.93,449460000,1020.93,-0.0070609023081273925,1014.8107142857149,976.8399999999996
1995-08-25,1995,8,25,Friday,34,1995-34,1021.53,1022.73,1019.07,1019.97,383360000,1019.97,-0.0009403406497443534,1016.578571428572,979.1857999999996
1995-08-28,1995,8,28,Monday,35,1995-35,1020.7,1021.49,1008.0,1008.15,397790000,1008.15,-0.011588523808121809,1017.3664285714291,981.1757999999995
1995-08-29,1995,8,29,Tuesday,35,1995-35,1007.86,1007.99,989.48,1003.64,470640000,1003.64,-0.004473550222097389,1017.2621428571432,982.8067999999996
1995-08-30,1995,8,30,Wednesday,35,1995-35,1006.96,1012.74,1006.96,1012.61,401840000,1012.61,0.008937438296805045,1018.1192857142861,984.4623999999997
1995-08-31,1995,8,31,Thursday,35,1995-35,1013.88,1020.64,1013.65,1020.11,375820000,1020.11,0.007406602846599553,1019.2621428571432,986.2807999999995
1995-09-01,1995,9,1,Friday,35,1995-35,1019.42,1020.6,1016.93,1019.47,292450000,1019.47,-0.0006273976900803557,1019.7642857142861,987.8683999999997
1995-09-05,1995,9,5,Tuesday,36,1995-36,1021.73,1039.3,1021.73,1039.3,387000000,1039.3,0.019451360701996157,1021.6878571428573,989.8769999999997
1995-09-06,1995,9,6,Wednesday,36,1995-36,1040.67,1046.33,1040.67,1044.28,464050000,1044.28,0.00479166769439221,1023.0114285714288,992.2229999999996
1995-09-07,1995,9,7,Thursday,36,1995-36,1048.48,1053.98,1047.75,1051.08,489860000,1051.08,0.006511593219292955,1024.571428571429,994.8533999999996
1995-09-08,1995,9,8,Friday,36,1995-36,1052.58,1060.04,1048.13,1060.03,464600000,1060.03,0.008515121224252242,1026.6250000000002,997.6435999999998
1995-09-11,1995,9,11,Monday,37,1995-37,1060.47,1068.17,1060.47,1066.56,441840000,1066.56,0.006160230480646289,1029.9721428571431,1000.4385999999997
1995-09-12,1995,9,12,Tuesday,37,1995-37,1068.7,1070.23,1064.12,1065.0,467930000,1065.0,-0.0014627011214042307,1032.8085714285717,1003.0695999999998
1995-09-13,1995,9,13,Wednesday,37,1995-37,1065.34,1069.82,1062.9,1067.4,498920000,1067.4,0.0022535440507629456,1035.609285714286,1005.7269999999999
1995-09-14,1995,9,14,Thursday,37,1995-37,1068.23,1069.63,1063.72,1066.96,484610000,1066.96,-0.0004122760600497877,1038.8971428571429,1008.2297999999998
1995-09-15,1995,9,15,Friday,37,1995-37,1062.94,1062.94,1047.7,1051.1,520200000,1051.1,-0.014864649032965471,1041.1207142857145,1010.1931999999998
1995-09-18,1995,9,18,Monday,38,1995-38,1052.0,1052.16,1041.68,1050.18,406980000,1050.18,-0.0008751992164086619,1044.1228571428574,1011.8015999999998
