Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
1995-07-24,1995,7,24,Monday,30,1995-30,4641.5,4679.23,4640.49,4668.67,28140000,4668.67,0.005842901256841282,4680.8392857142835,4533.131000000001
1995-07-25,1995,7,25,Tuesday,30,1995-30,4668.7,4719.03,4668.67,4714.45,39210000,4714.45,0.00980584924691219,4687.926428571426,4538.808800000002
1995-07-26,1995,7,26,Wednesday,30,1995-30,4714.5,4725.37,4691.56,4707.06,38480000,4707.06,-0.001567550066834511,4691.002142857141,4544.200600000001
1995-07-27,1995,7,27,Thursday,30,1995-30,4707.41,4741.92,4707.41,4732.77,30670000,4732.77,0.005461999765768999,4693.147857142855,4550.155000000002
1995-07-28,1995,7,28,Friday,30,1995-30,4732.8,4738.05,4705.3,4715.51,25080000,4715.51,-0.0036469665407404817,4694.084999999998,4556.013200000001
1995-07-31,1995,7,31,Monday,31,1995-31,4715.5,4726.78,4687.33,4708.47,29250000,4708.47,-0.0014928504299931422,4696.075714285712,4563.369800000001
1995-08-01,1995,8,1,Tuesday,31,1995-31,4708.5,4709.52,4666.91,4700.37,35540000,4700.37,-0.0017203247098630525,4694.152857142855,4570.550600000001
1995-08-02,1995,8,2,Wednesday,31,1995-31,4700.4,4754.96,4682.4,4690.15,37600000,4690.15,-0.0021743425706793884,4691.486428571427,4576.441000000001
1995-08-03,1995,8,3,Thursday,31,1995-31,4690.1,4701.42,4649.3,4701.42,32210000,4701.42,0.002402912436896276,4690.957857142856,4581.740600000001
1995-08-04,1995,8,4,Friday,31,1995-31,4701.4,4709.52,4682.05,4683.46,20170000,4683.46,-0.0038201141859154353,4687.184285714285,4586.646600000001
1995-08-07,1995,8,7,Monday,32,1995-32,4683.5,4702.83,4683.46,4693.32,19590000,4693.32,0.0021052519640365475,4687.687142857142,4592.268400000001
1995-08-08,1995,8,8,Tuesday,32,1995-32,4693.3,4702.13,4667.96,4693.32,22680000,4693.32,0.0,4692.290714285715,4598.754800000001
1995-08-09,1995,8,9,Wednesday,32,1995-32,4693.3,4696.84,4666.55,4671.49,22270000,4671.49,-0.004651204405696774,4694.429285714286,4604.611000000001
1995-08-10,1995,8,10,Thursday,32,1995-32,4671.5,4683.81,4633.1,4643.66,25120000,4643.66,-0.005957430440550526,4694.580000000001,4608.1814
1995-08-11,1995,8,11,Friday,32,1995-32,4647.5,4647.89,4597.17,4618.3,24260000,4618.3,-0.005461285001308047,4690.982142857144,4611.0924
1995-08-14,1995,8,14,Monday,33,1995-33,4615.8,4660.22,4615.13,4659.86,23130000,4659.86,0.00899899537738258,4687.082857142858,4615.4018
